eventId,sourceSymbol,eventDate,mappedCik,mappingConfidence,companyName,datasetOrigin,actorFamily,stage2SealRole,trainingEligible,windowStart,windowEnd,edgarLogAvailable
QUIET_PLACEBO_INSM_20230524,INSM,2023-05-24,1104506,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-05-14,2023-05-29,1
QUIET_PLACEBO_INTU_20211012,INTU,2021-10-12,896878,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-02,2021-10-17,1
QUIET_PLACEBO_INTZ_20240118,INTZ,2024-01-18,736012,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-01-08,2024-01-23,1
QUIET_PLACEBO_INVZ_20211001,INVZ,2021-10-01,1835654,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-09-21,2021-10-06,1
QUIET_PLACEBO_IONQ-WS_20240322,IONQ-WS,2024-03-22,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-03-12,2024-03-27,1
QUIET_PLACEBO_IOT_20240924,IOT,2024-09-24,1642896,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-09-14,2024-09-29,1
QUIET_PLACEBO_IPWR_20230817,IPWR,2023-08-17,1507957,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-08-07,2023-08-22,1
QUIET_PLACEBO_IPW_20231206,IPW,2023-12-06,1830072,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-11-26,2023-12-11,1
QUIET_PLACEBO_IP_20220119,IP,2022-01-19,51434,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-09,2022-01-24,1
QUIET_PLACEBO_IRTC_20211227,IRTC,2021-12-27,1388658,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-12-17,2022-01-01,1
QUIET_PLACEBO_ISPC_20230131,ISPC,2023-01-31,1558569,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-01-21,2023-02-05,1
QUIET_PLACEBO_ISRG_20211223,ISRG,2021-12-23,1035267,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-12-13,2021-12-28,1
QUIET_PLACEBO_ISTM_20250227,ISTM,2025-02-27,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-17,2025-03-04,1
QUIET_PLACEBO_JAKK_20240508,JAKK,2024-05-08,1009829,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-04-28,2024-05-13,1
QUIET_PLACEBO_JAZZ_20211223,JAZZ,2021-12-23,1232524,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-12-13,2021-12-28,1
QUIET_PLACEBO_JBIO_20241129,JBIO,2024-11-29,1798749,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-19,2024-12-04,1
QUIET_PLACEBO_JCTC_20220527,JCTC,2022-05-27,885307,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-17,2022-06-01,1
QUIET_PLACEBO_JFU_20240222,JFU,2024-02-22,1619544,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-02-12,2024-02-27,1
QUIET_PLACEBO_JTAI_20250610,JTAI,2025-06-10,1861622,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-31,2025-06-15,1
QUIET_PLACEBO_JZXN_20220818,JZXN,2022-08-18,1816172,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-08-08,2022-08-23,1
QUIET_PLACEBO_KG_20211124,KG,2021-11-24,2055116,LOW,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-11-14,2021-11-29,1
QUIET_PLACEBO_KHC_20220324,KHC,2022-03-24,1637459,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-14,2022-03-29,1
QUIET_PLACEBO_KLAC_20211026,KLAC,2021-10-26,319201,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-16,2021-10-31,1
QUIET_PLACEBO_KLIC_20220420,KLIC,2022-04-20,56978,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-04-10,2022-04-25,1
QUIET_PLACEBO_KLRS_20221206,KLRS,2022-12-06,1754068,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-11-26,2022-12-11,1
QUIET_PLACEBO_KOSS_20230103,KOSS,2023-01-03,56701,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-12-24,2023-01-08,1
QUIET_PLACEBO_KPTI_20200727,KPTI,2020-07-27,1503802,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-07-17,2020-08-01,1
QUIET_PLACEBO_KSCP_20231222,KSCP,2023-12-22,1600983,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-12,2023-12-27,1
QUIET_PLACEBO_KTTA_20240125,KTTA,2024-01-25,1841330,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-01-15,2024-01-30,1
QUIET_PLACEBO_KUST_20220407,KUST,2022-04-07,1342958,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-28,2022-04-12,1
QUIET_PLACEBO_KVAWF_20250411,KVAWF,2025-04-11,,UNRESOLVED,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-01,2025-04-16,1
QUIET_PLACEBO_KVHI_20211012,KVHI,2021-10-12,1007587,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-02,2021-10-17,1
QUIET_PLACEBO_LCFY_20231219,LCFY,2023-12-19,1875547,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-09,2023-12-24,1
QUIET_PLACEBO_LESL_20220914,LESL,2022-09-14,1821806,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-09-04,2022-09-19,1
QUIET_PLACEBO_LFMD_20240909,LFMD,2024-09-09,948320,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-08-30,2024-09-14,1
QUIET_PLACEBO_LFVN_20210330,LFVN,2021-03-30,849146,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-03-20,2021-04-04,1
QUIET_PLACEBO_LGHL_20211021,LGHL,2021-10-21,1806524,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-11,2021-10-26,1
QUIET_PLACEBO_LGO_20230104,LGO,2023-01-04,1400438,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-12-25,2023-01-09,1
QUIET_PLACEBO_LICN_20250725,LICN,2025-07-25,1876766,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-15,2025-07-30,0
QUIET_PLACEBO_LIDR_20210707,LIDR,2021-07-07,1818644,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-06-27,2021-07-12,1
QUIET_PLACEBO_LILA_20211111,LILA,2021-11-11,1712184,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-11-01,2021-11-16,1
QUIET_PLACEBO_LIN_20220909,LIN,2022-09-09,1707925,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-08-30,2022-09-14,1
QUIET_PLACEBO_LNZA_20221011,LNZA,2022-10-11,1843724,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-10-01,2022-10-16,1
QUIET_PLACEBO_LOBO_20250225,LOBO,2025-02-25,1932072,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-15,2025-03-02,1
QUIET_PLACEBO_LOCO_20220119,LOCO,2022-01-19,1606366,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-09,2022-01-24,1
QUIET_PLACEBO_LOOP_20210409,LOOP,2021-04-09,1504678,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-03-30,2021-04-14,1
QUIET_PLACEBO_LRCX_20211029,LRCX,2021-10-29,707549,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-19,2021-11-03,1
QUIET_PLACEBO_LSE_20251013,LSE,2025-10-13,1985139,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-03,2025-10-18,0
QUIET_PLACEBO_LSTA_20211123,LSTA,2021-11-23,320017,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-11-13,2021-11-28,1
QUIET_PLACEBO_LTRN_20220606,LTRN,2022-06-06,1763950,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-27,2022-06-11,1
QUIET_PLACEBO_LUNG_20230413,LUNG,2023-04-13,1127537,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-04-03,2023-04-18,1
QUIET_PLACEBO_LVLU_20240214,LVLU,2024-02-14,1780201,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-02-04,2024-02-19,1
QUIET_PLACEBO_LYEL_20241209,LYEL,2024-12-09,1806952,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-11-29,2024-12-14,1
QUIET_PLACEBO_LYFT_20230324,LYFT,2023-03-24,1759509,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-03-14,2023-03-29,1
QUIET_PLACEBO_LZ_20240502,LZ,2024-05-02,1286139,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-04-22,2024-05-07,1
QUIET_PLACEBO_MAMO_20250509,MAMO,2025-05-09,1952853,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-29,2025-05-14,1
QUIET_PLACEBO_MARA_20250128,MARA,2025-01-28,1507605,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-18,2025-02-02,1
QUIET_PLACEBO_MARPS_20230801,MARPS,2023-08-01,62362,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-07-22,2023-08-06,1
QUIET_PLACEBO_MASI_20210719,MASI,2021-07-19,937556,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-07-09,2021-07-24,1
QUIET_PLACEBO_MBINL_20250718,MBINL,2025-07-18,1629019,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-07-08,2025-07-23,0
QUIET_PLACEBO_MBIO_20210603,MBIO,2021-06-03,1680048,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-05-24,2021-06-08,1
QUIET_PLACEBO_MBUU_20220527,MBUU,2022-05-27,1590976,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-17,2022-06-01,1
QUIET_PLACEBO_MB_20251010,MB,2025-10-10,2027265,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-30,2025-10-15,0
QUIET_PLACEBO_MCHPP_20250918,MCHPP,2025-09-18,827054,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-08,2025-09-23,0
QUIET_PLACEBO_MCHP_20211019,MCHP,2021-10-19,827054,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-09,2021-10-24,1
QUIET_PLACEBO_MDIA_20250219,MDIA,2025-02-19,1784254,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-02-09,2025-02-24,1
QUIET_PLACEBO_MDLZ_20211029,MDLZ,2021-10-29,1103982,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-19,2021-11-03,1
QUIET_PLACEBO_MESO_20210908,MESO,2021-09-08,1345099,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-08-29,2021-09-13,1
QUIET_PLACEBO_METCB_20240731,METCB,2024-07-31,1687187,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-21,2024-08-05,1
QUIET_PLACEBO_MFIN_20230125,MFIN,2023-01-25,1000209,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-01-15,2023-01-30,1
QUIET_PLACEBO_MF_20250509,MF,2025-05-09,1888525,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-04-29,2025-05-14,1
QUIET_PLACEBO_MGRX_20250115,MGRX,2025-01-15,1938046,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-01-05,2025-01-20,1
QUIET_PLACEBO_MIRA_20251006,MIRA,2025-10-06,1904286,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-26,2025-10-11,0
QUIET_PLACEBO_MIST_20220815,MIST,2022-08-15,1408443,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-08-05,2022-08-20,1
QUIET_PLACEBO_MLCO_20210518,MLCO,2021-05-18,1381640,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-05-08,2021-05-23,1
QUIET_PLACEBO_MNDR_20250513,MNDR,2025-05-13,1976695,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-03,2025-05-18,1
QUIET_PLACEBO_MNST_20220317,MNST,2022-03-17,865752,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-07,2022-03-22,1
QUIET_PLACEBO_MNTS_20210727,MNTS,2021-07-27,1781162,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-07-17,2021-08-01,1
QUIET_PLACEBO_MOVE_20220324,MOVE,2022-03-24,1734750,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-14,2022-03-29,1
QUIET_PLACEBO_MRDN_20240312,MRDN,2024-03-12,1437925,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-03-02,2024-03-17,1
QUIET_PLACEBO_MRKR_20201116,MRKR,2020-11-16,1094038,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-11-06,2020-11-21,1
QUIET_PLACEBO_MRNA_20230728,MRNA,2023-07-28,1682852,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-07-18,2023-08-02,1
QUIET_PLACEBO_MRNO_20250512,MRNO,2025-05-12,1988776,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-02,2025-05-17,1
QUIET_PLACEBO_MRVI_20230328,MRVI,2023-03-28,1823239,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-03-18,2023-04-02,1
QUIET_PLACEBO_MSAI_20230411,MSAI,2023-04-11,1863990,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-04-01,2023-04-16,1
QUIET_PLACEBO_MSBI_20220316,MSBI,2022-03-16,1466026,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-06,2022-03-21,1
QUIET_PLACEBO_MSGM_20240923,MSGM,2024-09-23,1821175,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-09-13,2024-09-28,1
QUIET_PLACEBO_MSS_20250604,MSS,2025-06-04,1892292,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-25,2025-06-09,1
QUIET_PLACEBO_MTCH_20221006,MTCH,2022-10-06,891103,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-09-26,2022-10-11,1
QUIET_PLACEBO_MTRX_20210507,MTRX,2021-05-07,866273,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-04-27,2021-05-12,1
QUIET_PLACEBO_MVST_20200902,MVST,2020-09-02,1760689,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-08-23,2020-09-07,1
QUIET_PLACEBO_MYPS_20231031,MYPS,2023-10-31,1823878,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-10-21,2023-11-05,1
QUIET_PLACEBO_MYRG_20220321,MYRG,2022-03-21,700923,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-03-11,2022-03-26,1
QUIET_PLACEBO_MYSZ_20191104,MYSZ,2019-11-04,1211805,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-10-25,2019-11-09,0
QUIET_PLACEBO_NAAS_20191203,NAAS,2019-12-03,1712178,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-11-23,2019-12-08,0
QUIET_PLACEBO_NAUT_20230301,NAUT,2023-03-01,1808805,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-02-19,2023-03-06,1
QUIET_PLACEBO_NCTY_20200210,NCTY,2020-02-10,1296774,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-01-31,2020-02-15,0
QUIET_PLACEBO_NEON_20211020,NEON,2021-10-20,87050,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-10,2021-10-25,1
QUIET_PLACEBO_NEOV_20231026,NEOV,2023-10-26,1748137,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-10-16,2023-10-31,1
QUIET_PLACEBO_NEPH_20220601,NEPH,2022-06-01,1196298,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-05-22,2022-06-06,1
QUIET_PLACEBO_NEWTH_20250610,NEWTH,2025-06-10,1587987,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-05-31,2025-06-15,1
QUIET_PLACEBO_NEXR_20230717,NEXR,2023-07-17,1885408,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-07-07,2023-07-22,1
QUIET_PLACEBO_NFE_20230509,NFE,2023-05-09,1749723,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-04-29,2023-05-14,1
QUIET_PLACEBO_NIKI_20191111,NIKI,2019-11-11,1734005,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2019-11-01,2019-11-16,0
QUIET_PLACEBO_NIPG_20251016,NIPG,2025-10-16,1966233,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-06,2025-10-21,0
QUIET_PLACEBO_NIXX_20240715,NIXX,2024-07-15,1462223,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-07-05,2024-07-20,1
QUIET_PLACEBO_NKTX_20230830,NKTX,2023-08-30,1787400,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-08-20,2023-09-04,1
QUIET_PLACEBO_NMAD_20240109,NMAD,2024-01-09,1335105,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-30,2024-01-14,1
QUIET_PLACEBO_NMRA_20240607,NMRA,2024-06-07,1885522,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-05-28,2024-06-12,1
QUIET_PLACEBO_NMTC_20230323,NMTC,2023-03-23,1500198,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-03-13,2023-03-28,1
QUIET_PLACEBO_NRSN_20240108,NRSN,2024-01-08,1875091,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-29,2024-01-13,1
QUIET_PLACEBO_NRXP_20200818,NRXP,2020-08-18,1719406,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-08-08,2020-08-23,1
QUIET_PLACEBO_NSTS_20231214,NSTS,2023-12-14,1881592,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-04,2023-12-19,1
QUIET_PLACEBO_NTAP_20220301,NTAP,2022-03-01,1002047,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-02-19,2022-03-06,1
QUIET_PLACEBO_NTCL_20251014,NTCL,2025-10-14,1927578,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-10-04,2025-10-19,0
QUIET_PLACEBO_NTHI_20251009,NTHI,2025-10-09,1979414,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2025-09-29,2025-10-14,0
QUIET_PLACEBO_NTRP_20210630,NTRP,2021-06-30,788611,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-06-20,2021-07-05,1
QUIET_PLACEBO_NTRSO_20230120,NTRSO,2023-01-20,73124,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-01-10,2023-01-25,1
QUIET_PLACEBO_NUWE_20210715,NUWE,2021-07-15,1506492,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-07-05,2021-07-20,1
QUIET_PLACEBO_NVAX_20230705,NVAX,2023-07-05,1000694,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-06-25,2023-07-10,1
QUIET_PLACEBO_NVCT_20240104,NVCT,2024-01-04,1875558,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-25,2024-01-09,1
QUIET_PLACEBO_NVVE_20211012,NVVE,2021-10-12,1836875,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-02,2021-10-17,1
QUIET_PLACEBO_NWFL_20220309,NWFL,2022-03-09,1013272,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-02-27,2022-03-14,1
QUIET_PLACEBO_NWSA_20220210,NWSA,2022-02-10,1564708,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-31,2022-02-15,1
QUIET_PLACEBO_NXTC_20220121,NXTC,2022-01-21,1661059,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-01-11,2022-01-26,1
QUIET_PLACEBO_NXTS_20230608,NXTS,2023-06-08,1789192,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-05-29,2023-06-13,1
QUIET_PLACEBO_OCC_20211124,OCC,2021-11-24,1000230,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-11-14,2021-11-29,1
QUIET_PLACEBO_OCUL_20220706,OCUL,2022-07-06,1393434,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2022-06-26,2022-07-11,1
QUIET_PLACEBO_ODFL_20210812,ODFL,2021-08-12,878927,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-08-02,2021-08-17,1
QUIET_PLACEBO_OLB_20240312,OLB,2024-03-12,1314196,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2024-03-02,2024-03-17,1
QUIET_PLACEBO_OLMA_20231221,OLMA,2023-12-21,1750284,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-12-11,2023-12-26,1
QUIET_PLACEBO_OLOX_20181029,OLOX,2018-10-29,1023994,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2018-10-19,2018-11-03,0
QUIET_PLACEBO_OMER_20200212,OMER,2020-02-12,1285819,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2020-02-02,2020-02-17,0
QUIET_PLACEBO_OMEX_20211110,OMEX,2021-11-10,798528,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-10-31,2021-11-15,1
QUIET_PLACEBO_OM_20230113,OM,2023-01-13,1484612,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-01-03,2023-01-18,1
QUIET_PLACEBO_ON_20210816,ON,2021-08-16,1097864,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2021-08-06,2021-08-21,1
QUIET_PLACEBO_OPTX_20230217,OPTX,2023-02-17,1866816,HIGH,,V19_V20_DEVELOPMENT,,DEVELOPMENT_OR_PRIOR_SEAL,1,2023-02-07,2023-02-22,1
